geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,Wyoming,All,2015-16,201605,,,2,108,1.8518518519,128.61538462
State,,South Dakota,All,2012-13,201324,,,10,124,8.064516129,90.561554321
State,,District of Columbia,All,2013-14,201430,,,0,74,0,82.860969729
State,,South Carolina,All,2013-14,201435,,,52,855,6.081871345,107.25089128
State,,New York City,All,2018-19,201909,,,,,,19.483527467
State,,South Carolina,All,2011-12,201149,,,66,805,8.198757764,100.97890934
National,,,All,2015-16,201623,17,3175,3192,49917,6.394615061,104.91283011
State,,New Mexico,All,2012-13,201337,,,18,310,5.8064516129,100.2661797
State,,South Carolina,All,2013-14,201415,,,61,873,6.9873997709,109.50880478
State,,Alabama,All,2012-13,201332,,,48,826,5.8111380145,89.430523682
Region,1,,All,2012-13,201304,52,289,341,2884,11.823855756,125.97439783
State,,Illinois,All,2017-18,201815,,,147,2167,6.7835717582,112.26253743
State,,Nebraska,All,2016-17,201734,,,17,314,5.4140127389,107.53248456
Region,2,,All,2012-13,201318,1,315,316,4043,7.815978234,97.409669874
State,,Ohio,All,2018-19,201907,,,141,2332,6.0463121784,113.30362353
Region,2,,All,2012-13,201334,0,246,246,3977,6.1855670103,95.819504598
State,,Delaware,All,2009-10,201014,,,10,141,7.0921985816,95.486358629
State,,Ohio,All,2012-13,201243,,,149,2090,7.1291866029,101.54570033
State,,Minnesota,All,2013-14,201420,,,48,707,6.7892503536,94.633730835
State,,Wisconsin,All,2013-14,201414,,,70,955,7.3298429319,105.37277344
Region,6,,All,2011-12,201234,0,367,367,5490,6.6848816029,98.761064689
Region,4,,All,2009-10,201008,7,938,945,11106,8.5089141005,106.59083499
State,,New Hampshire,All,2014-15,201528,,,14,236,5.9322033898,118.22910425
State,,Oklahoma,All,2015-16,201615,,,67,765,8.7581699346,109.86923029
State,,Georgia,All,2016-17,201642,,,71,1391,5.1042415528,102.64087926
State,,New Hampshire,All,2010-11,201050,,,15,216,6.9444444444,108.20968863
State,,Virginia,All,2014-15,201512,,,95,1307,7.2685539403,114.16230629
Region,4,,All,2013-14,201420,1,685,686,10714,6.402837409,102.82857969
Region,7,,All,2011-12,201210,12,246,258,2554,10.101801096,108.55531016
State,,Pennsylvania,All,2014-15,201503,,,312,3080,10.12987013,127.83560022
State,,Arizona,All,2015-16,201546,,,58,1090,5.3211009174,120.17386992
Region,2,,All,2014-15,201538,0,273,273,4004,6.8181818182,96.470026756
State,,North Dakota,All,2015-16,201621,,,10,116,8.6206896552,101.9126487
State,,New Jersey,All,2013-14,201340,,,59,1237,4.7696038804,92.88655275
State,,New Jersey,All,2017-18,201743,,,75,1336,5.6137724551,100.32048058
State,,Nebraska,All,2018-19,201845,,,23,332,6.9277108434,113.69676711
State,,Rhode Island,All,2009-10,201010,,,18,193,9.3264248705,106.64392978
Region,1,,All,2016-17,201717,6,191,197,2608,7.5536809816,113.91859554
State,,Wyoming,All,2015-16,201618,,,9,81,11.111111111,96.461538462
State,,Missouri,All,2013-14,201340,,,65,1041,6.2439961575,98.631832338
State,,Tennessee,All,2012-13,201309,,,115,1260,9.126984127,110.14584893
State,,Nevada,All,2016-17,201727,,,32,466,6.8669527897,122.01092403
State,,Mississippi,All,2014-15,201521,,,34,570,5.9649122807,102.86232353
Region,9,,All,2017-18,201835,0,339,339,6435,5.2680652681,107.01710552
State,,Arizona,All,2011-12,201218,,,56,936,5.9829059829,103.19517638
State,,Nebraska,All,2013-14,201345,,,22,294,7.4829931973,100.68328172
State,,California,All,2014-15,201524,,,328,4778,6.8647969862,105.37511185
State,,Pennsylvania,All,2018-19,201901,,,143,2450,5.8367346939,101.68740927
State,,Washington,All,2009-10,200952,,,95,958,9.9164926931,102.41429755
Region,10,,All,2010-11,201118,1,137,138,1934,7.1354705274,104.77439623
State,,Tennessee,All,2015-16,201601,,,123,1421,8.6558761436,124.22004074
Region,8,,All,2016-17,201718,4,78,82,1597,5.1346274264,113.97755096
State,,Indiana,All,2016-17,201733,,,52,1158,4.4905008636,105.580882
State,,Kentucky,All,2015-16,201550,,,100,941,10.626992561,116.14539656
State,,Kentucky,All,2011-12,201235,,,72,803,8.9663760897,99.112384102
State,,Massachusetts,All,2015-16,201637,,,79,1023,7.7223851417,101.31256604
State,,Rhode Island,All,2017-18,201745,,,16,178,8.9887640449,98.355541455
State,,Pennsylvania,All,2017-18,201745,,,143,2480,5.7661290323,102.93256122
State,,Idaho,All,2015-16,201543,,,16,258,6.2015503876,116.06362599
State,,West Virginia,All,2014-15,201443,,,48,440,10.909090909,106.7366173
Region,2,,All,2014-15,201504,57,451,508,5039,10.08136535,121.4067095
Region,4,,All,2013-14,201422,1,681,682,10932,6.2385656787,104.92085432
State,,Washington,All,2009-10,200940,,,69,912,7.5657894737,97.496700801
Region,8,,All,2010-11,201041,0,113,113,1356,8.3333333333,96.777432122
State,,Alabama,All,2012-13,201246,,,52,959,5.4223149114,103.83035377
State,,Kansas,All,2012-13,201320,,,29,417,6.9544364508,88.439799077
State,,Illinois,All,2017-18,201740,,,115,2070,5.5555555556,107.23740308
State,,Kansas,All,2015-16,201612,,,36,517,6.9632495164,109.64838399
State,,Ohio,All,2013-14,201406,,,181,2212,8.1826401447,107.47324839
State,,Louisiana,All,2014-15,201533,,,35,740,4.7297297297,94.598479427
State,,Pennsylvania,All,2011-12,201220,,,141,2360,5.9745762712,97.951953419
State,,Nevada,All,2018-19,201906,,,36,548,6.5693430657,143.48065745
State,,Mississippi,All,2014-15,201449,,,40,587,6.8143100511,105.93014722
State,,Indiana,All,2015-16,201618,,,73,1136,6.426056338,103.57502759
State,,Illinois,All,2013-14,201437,,,104,1939,5.3635894791,100.45088144
State,,Texas,All,2012-13,201247,,,246,3327,7.3940486925,103.59205163
Region,4,,All,2014-15,201531,2,659,661,10933,6.045916034,104.93045191
State,,New Hampshire,All,2016-17,201643,,,19,255,7.4509803922,127.74754908
State,,West Virginia,All,2012-13,201321,,,29,390,7.4358974359,94.607456242
State,,Illinois,All,2014-15,201523,,,118,1960,6.0204081633,101.53879712
State,,Mississippi,All,2010-11,201107,,,57,645,8.8372093023,116.39683979
Region,9,,All,2009-10,200944,57,554,611,5913,10.333164214,98.335997657
State,,Missouri,All,2012-13,201339,,,66,1013,6.5153010859,95.978910815
State,,Virginia,All,2012-13,201240,,,80,1148,6.968641115,100.27416038
State,,New Jersey,All,2014-15,201506,,,124,1600,7.75,120.14428812
State,,Oregon,All,2016-17,201651,,,50,750,6.6666666667,121.73717197
State,,Maryland,All,2009-10,201039,,,60,774,7.7519379845,92.911830082
Region,2,,All,2014-15,201443,0,271,271,4186,6.4739608218,100.85502797
Region,2,,All,2014-15,201522,2,312,314,4127,7.6084322753,99.433516589
State,,Connecticut,All,2016-17,201647,,,54,638,8.4639498433,115.12566589
State,,Massachusetts,All,2014-15,201537,,,67,988,6.7813765182,97.846349218
State,,Wisconsin,All,2012-13,201310,,,70,960,7.2916666667,105.92446336
State,,Virginia,All,2012-13,201327,,,67,1164,5.7560137457,101.67170966
State,,South Dakota,All,2010-11,201102,,,19,152,12.5,111.01093755
State,,Alaska,All,2017-18,201743,,,3,104,2.8846153846,144.28144706
State,,Minnesota,All,2016-17,201739,,,54,850,6.3529411765,113.77464103
State,,Wisconsin,All,2012-13,201322,,,58,941,6.1636556854,103.82804169
Region,5,,All,2018-19,201905,27,610,637,10130,6.2882527147,120.20769222
State,,North Carolina,All,2012-13,201325,,,101,1447,6.9799585349,95.403984959
State,,Minnesota,All,2011-12,201141,,,49,784,6.25,104.94037479
State,,Idaho,All,2014-15,201508,,,18,274,6.5693430657,123.26137024
State,,Ohio,All,2011-12,201210,,,215,2310,9.3073593074,112.23472142
State,,Indiana,All,2013-14,201433,,,79,1057,7.4739829707,96.372186765
State,,Virginia,All,2011-12,201220,,,69,1079,6.3948100093,94.247229141
Region,3,,All,2015-16,201545,2,292,294,5159,5.6987788331,102.43316908
State,,Connecticut,All,2012-13,201326,,,37,513,7.2124756335,92.569696865
State,,Missouri,All,2014-15,201527,,,55,1075,5.1162790698,101.85323704
State,,Alaska,All,2012-13,201241,,,5,72,6.9444444444,99.887155659
State,,New Hampshire,All,2013-14,201434,,,12,195,6.1538461538,97.689302236
State,,Alabama,All,2015-16,201627,,,42,924,4.5454545455,100.0409248
State,,Georgia,All,2016-17,201725,,,70,1591,4.3997485858,117.39873393
State,,Connecticut,All,2009-10,201027,,,32,508,6.2992125984,91.667458104
State,,North Dakota,All,2011-12,201239,,,9,115,7.8260869565,101.03409139
Region,9,,All,2017-18,201839,1,379,380,6489,5.8560641085,107.91515116
State,,Minnesota,All,2014-15,201441,,,50,797,6.2735257215,106.68045753
State,,Oklahoma,All,2014-15,201521,,,40,693,5.772005772,99.528596854
Region,10,,All,2015-16,201633,0,105,105,1961,5.3544110148,106.23712048
State,,Connecticut,All,2014-15,201539,,,36,532,6.7669172932,95.998204156
State,,Colorado,All,2014-15,201515,,,52,757,6.8692206077,123.52670206
State,,Louisiana,All,2010-11,201125,,,47,745,6.3087248322,95.237658342
State,,Montana,All,2011-12,201205,,,14,187,7.486631016,111.29050629
State,,California,All,2015-16,201548,,,437,5162,8.4657109647,113.84393625
National,,,18-64 years,2010-11,201106,70,817,887,13082,6.7803088213,111.02890951
Region,2,,All,2016-17,201701,21,395,416,4930,8.4381338742,118.78052745
Region,2,,All,2011-12,201219,1,328,329,4019,8.1861159492,96.831427956
State,,Utah,All,2015-16,201634,,,12,317,3.785488959,111.00072042
State,,Tennessee,All,2015-16,201627,,,74,1227,6.0309698452,107.2610767
State,,Arizona,All,2016-17,201711,,,81,1165,6.9527896996,128.44271419
State,,Kansas,All,2013-14,201425,,,38,469,8.1023454158,99.46826323
State,,Missouri,All,2015-16,201628,,,66,1160,5.6896551724,109.90674881
State,,Rhode Island,All,2010-11,201112,,,24,207,11.594202899,114.37975888
State,,Iowa,All,2016-17,201719,,,28,538,5.2044609665,100.79331642
State,,Tennessee,All,2015-16,201618,,,98,1280,7.65625,111.89419574
State,,North Carolina,All,2018-19,201909,,,,,,11.604078336
State,,Michigan,All,2010-11,201133,,,108,1610,6.7080745342,95.35590204
State,,Arizona,All,2013-14,201439,,,56,926,6.0475161987,102.09266381
Region,1,,All,2009-10,201019,0,185,185,2198,8.4167424932,96.009613877
State,,Rhode Island,All,2010-11,201107,,,17,195,8.7179487179,107.74904822
State,,South Dakota,All,2013-14,201417,,,17,134,12.686567164,97.864905476
State,,Tennessee,All,2010-11,201107,,,121,1309,9.243697479,114.42929861
State,,New Mexico,All,2015-16,201621,,,23,344,6.6860465116,111.26311554
National,,,0-17 years,2016-17,201721,1,16,17,724,2.3480662983,107.13017161
Region,2,,All,2013-14,201435,0,252,252,3914,6.4384261625,94.301619562
State,,North Dakota,All,2015-16,201631,,,10,102,9.8039215686,89.612846273
State,,California,All,2012-13,201328,,,320,4366,7.3293632616,96.288769015
National,,,All,2016-17,201704,367,4426,4793,58047,8.2571020035,122.00002102
State,,Indiana,All,2014-15,201528,,,71,1161,6.1154177433,105.8544076
Region,8,,All,2011-12,201150,1,107,108,1471,7.3419442556,104.98495771
State,,South Carolina,All,2014-15,201515,,,58,840,6.9047619048,105.3692967
State,,Wisconsin,All,2009-10,201016,,,58,965,6.0103626943,106.47615327
State,,Alabama,All,2018-19,201910,,,56,956,5.8577405858,103.50554557
State,,New Hampshire,All,2009-10,201027,,,10,176,5.6818181818,88.170857403
State,,Michigan,All,2010-11,201045,,,116,1732,6.6974595843,102.58162878
Region,5,,All,2017-18,201825,2,430,432,8812,4.9024058103,104.56763908
State,,Washington,All,2010-11,201124,,,84,872,9.6330275229,93.220529713
State,,Indiana,All,2017-18,201830,,,79,1158,6.8221070812,105.580882
State,,Tennessee,All,2017-18,201741,,,96,1267,7.5769534333,110.75777031
State,,Hawaii,All,2012-13,201327,,,19,191,9.9476439791,100.61753289
State,,Nevada,All,2017-18,201814,,,54,482,11.203319502,126.20014031
State,,Florida,All,2013-14,201346,,,179,3435,5.211062591,103.51756258
State,,Kentucky,All,2012-13,201321,,,61,763,7.994757536,94.175279041
State,,New York,All,2013-14,201410,,,171,1928,8.8692946058,105.75585073
State,,Delaware,All,2012-13,201251,,,10,172,5.8139534884,116.47981336
State,,Idaho,All,2014-15,201449,,,18,230,7.8260869565,103.46757356
State,,Wyoming,All,2010-11,201113,,,8,88,9.0909090909,104.7977208
State,,California,All,2009-10,201023,,,404,4192,9.6374045802,92.451332962
State,,District of Columbia,All,2015-16,201606,,,11,100,11,111.97428342
State,,Wisconsin,All,2012-13,201333,,,51,905,5.635359116,99.85587431
State,,Nevada,All,2018-19,201910,,,42,506,8.3003952569,132.48396472
Region,2,,All,2010-11,201128,1,280,281,3939,7.1337903021,94.903954893
State,,Tennessee,All,2014-15,201519,,,94,1266,7.4249605055,110.67035297
State,,Georgia,All,2016-17,201648,,,87,1697,5.1266941662,125.22039691
National,,,All,2012-13,201317,27,3585,3612,48353,7.470063905,101.62570014
State,,Nebraska,All,2015-16,201552,,,22,337,6.528189911,115.40906782
State,,Nevada,All,2013-14,201340,,,23,374,6.1497326203,97.922930447
State,,Colorado,All,2015-16,201608,,,59,734,8.038147139,119.77357901
State,,South Carolina,All,2013-14,201433,,,52,786,6.6157760814,98.595556196
State,,Wyoming,All,2010-11,201137,,,4,78,5.1282051282,92.888888889
State,,District of Columbia,All,2014-15,201443,,,2,83,2.4096385542,92.938655237
State,,North Dakota,All,2009-10,200949,,,8,121,6.6115702479,106.30543529
State,,New Hampshire,All,2013-14,201439,,,11,239,4.6025104603,119.73201659
State,,Maine,All,2015-16,201606,,,14,269,5.2044609665,110.01506761
State,,Utah,All,2012-13,201319,,,20,283,7.0671378092,99.095280379
State,,Iowa,All,2011-12,201201,,,45,605,7.4380165289,113.34564393
State,,Kentucky,All,2010-11,201119,,,73,782,9.3350383632,96.520403945
State,,South Carolina,All,2013-14,201417,,,52,835,6.2275449102,104.7420985
State,,Missouri,All,2011-12,201230,,,62,1038,5.9730250482,98.347590747
State,,Hawaii,All,2014-15,201503,,,24,231,10.38961039,121.68926753
State,,Illinois,All,2011-12,201152,,,162,2055,7.8832116788,106.46032045
State,,Hawaii,All,2017-18,201838,,,23,189,12.169312169,99.563946161
State,,Indiana,All,2010-11,201131,,,85,1040,8.1730769231,94.822208359
Region,6,,All,2009-10,201016,2,398,400,5379,7.4363264547,96.764256277
Region,6,,All,2017-18,201742,4,392,396,6346,6.2401512764,114.1598755
State,,Kansas,All,2009-10,201022,,,28,447,6.2639821029,94.80237455
State,,Utah,All,2012-13,201252,,,27,320,8.4375,112.05120043
State,,New York City,All,2010-11,201110,,,122,1082,11.275415896,108.66585938
Region,8,,All,2014-15,201517,1,109,110,1508,7.2944297082,107.62563985
State,,Ohio,All,2013-14,201344,,,136,2037,6.676485027,98.970617978
State,,Utah,All,2009-10,201039,,,11,278,3.9568345324,97.344480373
State,,Oregon,All,2014-15,201517,,,28,701,3.9942938659,113.78367673
Region,7,,All,2014-15,201522,0,155,155,2442,6.3472563473,103.79485803
State,,Maine,All,2012-13,201249,,,20,283,7.0671378092,115.74075886
State,,Oklahoma,All,2016-17,201707,,,78,835,9.3413173653,119.92262392
State,,New Hampshire,All,2015-16,201623,,,17,217,7.8341013825,108.71065941
Region,1,,All,2014-15,201512,15,230,245,2754,8.896151053,120.29594023
State,,Montana,All,2009-10,201029,,,11,158,6.9620253165,94.031550772
State,,New York City,All,2009-10,201011,,,100,963,10.384215992,96.714623458
State,,Montana,All,2014-15,201502,,,17,213,7.9812206573,126.76405262
Region,10,,All,2011-12,201231,0,111,111,1737,6.390328152,94.101926711
State,,Indiana,All,2017-18,201809,,,105,1246,8.4269662921,113.60429963
Region,10,,All,2013-14,201417,0,135,135,1966,6.8667344863,106.50799534
Region,5,,All,2010-11,201135,0,573,573,8213,6.976744186,97.459602784
State,,Texas,All,2015-16,201608,,,323,3795,8.511198946,118.1640625
State,,Louisiana,All,2009-10,201031,,,40,772,5.1813471503,98.689224483
State,,South Dakota,All,2016-17,201727,,,13,156,8.3333333333,113.93227802
State,,Wisconsin,All,2015-16,201633,,,52,938,5.5437100213,103.49702774
State,,North Carolina,All,2016-17,201726,,,111,1696,6.5448113208,111.82111851
State,,Vermont,All,2010-11,201118,,,15,115,13.043478261,114.62158424
State,,Rhode Island,All,2016-17,201705,,,26,212,12.264150943,117.14255499
State,,New York,All,2010-11,201104,,,227,2088,10.87164751,114.53226987
National,,,0-17 years,2012-13,201302,11,22,33,725,4.5517241379,127.77561765
State,,Texas,All,2010-11,201113,,,245,3144,7.7926208651,97.894021739
National,,,18-64 years,2016-17,201734,2,540,542,12995,4.1708349365,104.07213191
Region,8,,All,2009-10,201031,0,74,74,1277,5.7948316366,91.139218894
State,,Illinois,All,2016-17,201651,,,165,2247,7.3431241656,116.40697813
State,,New York,All,2017-18,201837,,,140,1790,7.8212290503,98.186189213
State,,Georgia,All,2016-17,201719,,,70,1440,4.8611111111,106.25655365
State,,Wisconsin,All,2015-16,201636,,,47,998,4.7094188377,110.1173067
State,,Wisconsin,All,2010-11,201126,,,58,894,6.4876957494,98.6421565
State,,Kansas,All,2016-17,201709,,,71,554,12.815884477,117.4955604
State,,Connecticut,All,2015-16,201548,,,35,571,6.1295971979,103.03566649
State,,Oregon,All,2015-16,201614,,,46,685,6.7153284672,111.18661707
State,,Pennsylvania,All,2018-19,201852,,,138,2498,5.5244195356,103.67965239
State,,Alaska,All,2012-13,201242,,,8,85,9.4117647059,117.92233654
State,,Illinois,All,2010-11,201115,,,178,1976,9.008097166,102.36768526
Region,3,,All,2017-18,201813,38,382,420,5773,7.2752468387,114.62428476
Region,2,,All,2014-15,201516,5,343,348,4244,8.1998114986,102.25244594
State,,Maine,All,2012-13,201338,,,14,229,6.1135371179,93.655949749
State,,Massachusetts,All,2012-13,201319,,,95,966,9.83436853,95.667584357
State,,Michigan,All,2014-15,201524,,,96,1752,5.4794520548,103.76617415
State,,Michigan,All,2016-17,201644,,,101,1837,5.4980947197,108.80049195
Region,2,,All,2016-17,201643,1,284,285,4349,6.5532306277,104.78225434
National,,,65 years and older,2018-19,201912,217,1957,2174,27845,7.8075058359,75.393814563
State,,Nebraska,All,2012-13,201308,,,33,322,10.248447205,110.27216569
State,,District of Columbia,All,2015-16,201637,,,5,85,5.8823529412,95.178140905
State,,Kentucky,All,2014-15,201446,,,70,836,8.3732057416,103.18549578
State,,Oregon,All,2017-18,201835,,,23,649,3.5439137134,105.34323281
Region,6,,All,2012-13,201247,6,419,425,5839,7.2786436034,105.03931816
Region,8,,All,2011-12,201201,2,121,123,1478,8.3220568336,105.48454622
Region,9,,All,2013-14,201351,9,544,553,6683,8.274726919,111.14146327
State,,Arkansas,All,2015-16,201616,,,59,612,9.6405228758,109.3791688
State,,North Dakota,All,2010-11,201139,,,7,89,7.8651685393,78.19160116
State,,Idaho,All,2015-16,201622,,,13,259,5.0193050193,116.51348501
Region,4,,All,2015-16,201616,24,741,765,11858,6.4513408669,113.8082227
State,,North Carolina,All,2016-17,201651,,,135,1794,7.525083612,118.28248031
State,,Delaware,All,2010-11,201120,,,13,145,8.9655172414,98.195191498
Region,7,,All,2009-10,201019,0,155,155,2265,6.8432671082,96.271643503
Region,4,,All,2016-17,201703,35,937,972,12837,7.5718625847,123.20426335
Region,1,,All,2011-12,201146,0,214,214,2291,9.3408991707,100.07189508
State,,Mississippi,All,2015-16,201627,,,33,601,5.4908485857,108.45659025
National,,,All,2009-10,201039,6,3215,3221,45260,7.1166593018,95.125001314
State,,Vermont,All,2011-12,201146,,,11,97,11.340206186,96.680814536
State,,Virginia,All,2015-16,201549,,,72,1236,5.8252427184,107.96068139
National,,,All,2011-12,201152,10,3970,3980,49955,7.9671704534,104.99269643
